"主機開發成本",""
"",""
"主機遊戲開發家數較少，不再進行資本額拆分。",""
"N","R"
"","%"
"","0"
"開發成本項目","比重"
"企劃/腳本","22.5"
"程式/引擎","27.5"
"美術/動畫","27.5"
"音效/音樂","10"
"其他","12.5"
