"代理發行網遊_遊戲類型",""
"",""
"1. 本題為複選題，故百分比加總大於100。
2. 有代理發行網路遊戲廠商共計45家。
3. 其他營運遊戲類型包括大逃殺遊戲、冒險、生存、塔防、音樂、博弈等。",""
"N","I"
"","家"
"","0"
"網路遊戲類型","家數"
"角色扮演","38"
"動作遊戲","7"
"即時戰略","2"
"模擬","12"
"射擊","2"
"第一人稱射擊","5"
"卡牌","5"
"養成","3"
"運動競技","5"
"其他","14"
