"網路遊戲表現-營運狀況","","","","","",""
"","","","","","",""
"1. 遊戲數量依業者實際回填數據加總計算，未回卷業者則依業者官方網站資料整理後納入統計。
2. 109年度調查已刪除此題項。","","","","","",""
"C","R","R","R","R","R","T"
"","款","款","款","款","款","年"
"","0","0","0","0","0","0"
"網路遊戲平台類型","總營運數量","新增營運數量","結束營運數量","開發數量","代理/發行數量","年度"
"PC","234","9","10","52","86","108"
"手機","256","65","12","41","144","108"
"主機","9","4","0","3","2","108"
