賣授權狀況,,,
,,,
"1. 108年度調查本題有效回覆家數共計67家。
2. 109年度調查本題有效回覆家數共計81家。",,,
C,R,R,T
,家,%,年
,0,0,0
賣授權狀況,家數,比例,年度
有賣授權,19,28.4,108
沒賣授權,48,71.6,108
有賣授權,37,45.7,109
沒賣授權,44,54.3,109
