"主機開發成本","",""
"","",""
"主機遊戲開發家數較少，不再進行資本額拆分。","",""
"N","I","I"
"","萬元新臺幣","月"
"","","0"
"分類","平均開發金額","平均開發時間"
"整體","667","12"
